year,state,month,number,date,sigla,Longitude,Latitude
2007,Santa Catarina,Novembro,26.0,2007-01-01,SC,-27.257104,-49.879454
2008,Santa Catarina,Novembro,16.0,2008-01-01,SC,-27.257104,-49.879454
2009,Santa Catarina,Novembro,61.0,2009-01-01,SC,-27.257104,-49.879454
2010,Santa Catarina,Novembro,88.0,2010-01-01,SC,-27.257104,-49.879454
2011,Santa Catarina,Novembro,79.0,2011-01-01,SC,-27.257104,-49.879454
2012,Santa Catarina,Novembro,72.0,2012-01-01,SC,-27.257104,-49.879454
2013,Santa Catarina,Novembro,84.0,2013-01-01,SC,-27.257104,-49.879454
2014,Santa Catarina,Novembro,43.0,2014-01-01,SC,-27.257104,-49.879454
2015,Santa Catarina,Novembro,9.0,2015-01-01,SC,-27.257104,-49.879454
2016,Santa Catarina,Novembro,156.0,2016-01-01,SC,-27.257104,-49.879454
2017,Santa Catarina,Novembro,152.0,2017-01-01,SC,-27.257104,-49.879454
1998,Santa Catarina,Dezembro,26.0,1998-01-01,SC,-27.257104,-49.879454
1999,Santa Catarina,Dezembro,89.0,1999-01-01,SC,-27.257104,-49.879454
2000,Santa Catarina,Dezembro,29.0,2000-01-01,SC,-27.257104,-49.879454
2001,Santa Catarina,Dezembro,45.0,2001-01-01,SC,-27.257104,-49.879454
2002,Santa Catarina,Dezembro,76.0,2002-01-01,SC,-27.257104,-49.879454
2003,Santa Catarina,Dezembro,129.0,2003-01-01,SC,-27.257104,-49.879454
2004,Santa Catarina,Dezembro,68.0,2004-01-01,SC,-27.257104,-49.879454
2005,Santa Catarina,Dezembro,17.0,2005-01-01,SC,-27.257104,-49.879454
2006,Santa Catarina,Dezembro,7.0,2006-01-01,SC,-27.257104,-49.879454
2007,Santa Catarina,Dezembro,17.0,2007-01-01,SC,-27.257104,-49.879454
2008,Santa Catarina,Dezembro,29.0,2008-01-01,SC,-27.257104,-49.879454
2009,Santa Catarina,Dezembro,20.0,2009-01-01,SC,-27.257104,-49.879454
2010,Santa Catarina,Dezembro,23.0,2010-01-01,SC,-27.257104,-49.879454
2011,Santa Catarina,Dezembro,24.0,2011-01-01,SC,-27.257104,-49.879454
2012,Santa Catarina,Dezembro,32.0,2012-01-01,SC,-27.257104,-49.879454
2013,Santa Catarina,Dezembro,74.0,2013-01-01,SC,-27.257104,-49.879454
2014,Santa Catarina,Dezembro,45.0,2014-01-01,SC,-27.257104,-49.879454
2015,Santa Catarina,Dezembro,19.0,2015-01-01,SC,-27.257104,-49.879454
2016,Santa Catarina,Dezembro,20.0,2016-01-01,SC,-27.257104,-49.879454
1998,São Paulo,Janeiro,0.0,1998-01-01,SP,-22.763116,-47.9046
1999,São Paulo,Janeiro,7.0,1999-01-01,SP,-22.763116,-47.9046
2000,São Paulo,Janeiro,36.0,2000-01-01,SP,-22.763116,-47.9046
2001,São Paulo,Janeiro,26.0,2001-01-01,SP,-22.763116,-47.9046
2002,São Paulo,Janeiro,19.0,2002-01-01,SP,-22.763116,-47.9046
2003,São Paulo,Janeiro,59.0,2003-01-01,SP,-22.763116,-47.9046
2004,São Paulo,Janeiro,37.0,2004-01-01,SP,-22.763116,-47.9046
2005,São Paulo,Janeiro,26.0,2005-01-01,SP,-22.763116,-47.9046
2006,São Paulo,Janeiro,76.0,2006-01-01,SP,-22.763116,-47.9046
2007,São Paulo,Janeiro,14.0,2007-01-01,SP,-22.763116,-47.9046
2008,São Paulo,Janeiro,34.0,2008-01-01,SP,-22.763116,-47.9046
2009,São Paulo,Janeiro,12.0,2009-01-01,SP,-22.763116,-47.9046
2010,São Paulo,Janeiro,45.0,2010-01-01,SP,-22.763116,-47.9046
2011,São Paulo,Janeiro,75.0,2011-01-01,SP,-22.763116,-47.9046
2012,São Paulo,Janeiro,38.0,2012-01-01,SP,-22.763116,-47.9046
2013,São Paulo,Janeiro,36.0,2013-01-01,SP,-22.763116,-47.9046
2014,São Paulo,Janeiro,99.0,2014-01-01,SP,-22.763116,-47.9046
2015,São Paulo,Janeiro,120.0,2015-01-01,SP,-22.763116,-47.9046
2016,São Paulo,Janeiro,85.0,2016-01-01,SP,-22.763116,-47.9046
2017,São Paulo,Janeiro,28.0,2017-01-01,SP,-22.763116,-47.9046
1998,São Paulo,Fevereiro,0.0,1998-01-01,SP,-22.763116,-47.9046
1999,São Paulo,Fevereiro,47.0,1999-01-01,SP,-22.763116,-47.9046
2000,São Paulo,Fevereiro,25.0,2000-01-01,SP,-22.763116,-47.9046
2001,São Paulo,Fevereiro,25.0,2001-01-01,SP,-22.763116,-47.9046
2002,São Paulo,Fevereiro,19.0,2002-01-01,SP,-22.763116,-47.9046
2003,São Paulo,Fevereiro,137.0,2003-01-01,SP,-22.763116,-47.9046
2004,São Paulo,Fevereiro,41.0,2004-01-01,SP,-22.763116,-47.9046
2005,São Paulo,Fevereiro,78.0,2005-01-01,SP,-22.763116,-47.9046
2006,São Paulo,Fevereiro,59.0,2006-01-01,SP,-22.763116,-47.9046
2007,São Paulo,Fevereiro,96.0,2007-01-01,SP,-22.763116,-47.9046
2008,São Paulo,Fevereiro,30.0,2008-01-01,SP,-22.763116,-47.9046
2009,São Paulo,Fevereiro,65.0,2009-01-01,SP,-22.763116,-47.9046
2010,São Paulo,Fevereiro,152.0,2010-01-01,SP,-22.763116,-47.9046
2011,São Paulo,Fevereiro,73.0,2011-01-01,SP,-22.763116,-47.9046
2012,São Paulo,Fevereiro,81.0,2012-01-01,SP,-22.763116,-47.9046
2013,São Paulo,Fevereiro,100.0,2013-01-01,SP,-22.763116,-47.9046
2014,São Paulo,Fevereiro,112.0,2014-01-01,SP,-22.763116,-47.9046
2015,São Paulo,Fevereiro,69.0,2015-01-01,SP,-22.763116,-47.9046
2016,São Paulo,Fevereiro,188.0,2016-01-01,SP,-22.763116,-47.9046
2017,São Paulo,Fevereiro,107.0,2017-01-01,SP,-22.763116,-47.9046
1998,São Paulo,Março,0.0,1998-01-01,SP,-22.763116,-47.9046
1999,São Paulo,Março,78.0,1999-01-01,SP,-22.763116,-47.9046
2000,São Paulo,Março,26.0,2000-01-01,SP,-22.763116,-47.9046
2001,São Paulo,Março,35.0,2001-01-01,SP,-22.763116,-47.9046
2002,São Paulo,Março,111.0,2002-01-01,SP,-22.763116,-47.9046
2003,São Paulo,Março,86.0,2003-01-01,SP,-22.763116,-47.9046
2004,São Paulo,Março,73.0,2004-01-01,SP,-22.763116,-47.9046
2005,São Paulo,Março,73.0,2005-01-01,SP,-22.763116,-47.9046
2006,São Paulo,Março,106.0,2006-01-01,SP,-22.763116,-47.9046
2007,São Paulo,Março,152.0,2007-01-01,SP,-22.763116,-47.9046
2008,São Paulo,Março,72.0,2008-01-01,SP,-22.763116,-47.9046
2009,São Paulo,Março,55.0,2009-01-01,SP,-22.763116,-47.9046
2010,São Paulo,Março,111.0,2010-01-01,SP,-22.763116,-47.9046
2011,São Paulo,Março,45.0,2011-01-01,SP,-22.763116,-47.9046
2012,São Paulo,Março,99.0,2012-01-01,SP,-22.763116,-47.9046
2013,São Paulo,Março,57.0,2013-01-01,SP,-22.763116,-47.9046
2014,São Paulo,Março,75.0,2014-01-01,SP,-22.763116,-47.9046
2015,São Paulo,Março,68.0,2015-01-01,SP,-22.763116,-47.9046
2016,São Paulo,Março,82.0,2016-01-01,SP,-22.763116,-47.9046
2017,São Paulo,Março,103.0,2017-01-01,SP,-22.763116,-47.9046
1998,São Paulo,Abril,0.0,1998-01-01,SP,-22.763116,-47.9046
1999,São Paulo,Abril,291.0,1999-01-01,SP,-22.763116,-47.9046
2000,São Paulo,Abril,102.0,2000-01-01,SP,-22.763116,-47.9046
2001,São Paulo,Abril,61.0,2001-01-01,SP,-22.763116,-47.9046
2002,São Paulo,Abril,178.0,2002-01-01,SP,-22.763116,-47.9046
2003,São Paulo,Abril,106.0,2003-01-01,SP,-22.763116,-47.9046
2004,São Paulo,Abril,36.0,2004-01-01,SP,-22.763116,-47.9046
2005,São Paulo,Abril,62.0,2005-01-01,SP,-22.763116,-47.9046
2006,São Paulo,Abril,63.0,2006-01-01,SP,-22.763116,-47.9046
2007,São Paulo,Abril,44.0,2007-01-01,SP,-22.763116,-47.9046
2008,São Paulo,Abril,84.0,2008-01-01,SP,-22.763116,-47.9046
2009,São Paulo,Abril,67.0,2009-01-01,SP,-22.763116,-47.9046
2010,São Paulo,Abril,91.0,2010-01-01,SP,-22.763116,-47.9046
2011,São Paulo,Abril,52.0,2011-01-01,SP,-22.763116,-47.9046
2012,São Paulo,Abril,82.0,2012-01-01,SP,-22.763116,-47.9046
2013,São Paulo,Abril,103.0,2013-01-01,SP,-22.763116,-47.9046
2014,São Paulo,Abril,103.0,2014-01-01,SP,-22.763116,-47.9046
2015,São Paulo,Abril,76.0,2015-01-01,SP,-22.763116,-47.9046
2016,São Paulo,Abril,307.0,2016-01-01,SP,-22.763116,-47.9046
2017,São Paulo,Abril,41.0,2017-01-01,SP,-22.763116,-47.9046
1998,São Paulo,Maio,0.0,1998-01-01,SP,-22.763116,-47.9046
1999,São Paulo,Maio,500.0,1999-01-01,SP,-22.763116,-47.9046
2000,São Paulo,Maio,300.0,2000-01-01,SP,-22.763116,-47.9046
2001,São Paulo,Maio,211.0,2001-01-01,SP,-22.763116,-47.9046
2002,São Paulo,Maio,319.0,2002-01-01,SP,-22.763116,-47.9046
2003,São Paulo,Maio,69.0,2003-01-01,SP,-22.763116,-47.9046
2004,São Paulo,Maio,60.0,2004-01-01,SP,-22.763116,-47.9046
2005,São Paulo,Maio,212.0,2005-01-01,SP,-22.763116,-47.9046
2006,São Paulo,Maio,88.0,2006-01-01,SP,-22.763116,-47.9046
2007,São Paulo,Maio,69.0,2007-01-01,SP,-22.763116,-47.9046
2008,São Paulo,Maio,40.0,2008-01-01,SP,-22.763116,-47.9046
2009,São Paulo,Maio,142.0,2009-01-01,SP,-22.763116,-47.9046
2010,São Paulo,Maio,150.0,2010-01-01,SP,-22.763116,-47.9046
2011,São Paulo,Maio,136.0,2011-01-01,SP,-22.763116,-47.9046
2012,São Paulo,Maio,82.0,2012-01-01,SP,-22.763116,-47.9046
2013,São Paulo,Maio,118.0,2013-01-01,SP,-22.763116,-47.9046
2014,São Paulo,Maio,181.0,2014-01-01,SP,-22.763116,-47.9046
2015,São Paulo,Maio,65.0,2015-01-01,SP,-22.763116,-47.9046
2016,São Paulo,Maio,139.0,2016-01-01,SP,-22.763116,-47.9046
2017,São Paulo,Maio,43.0,2017-01-01,SP,-22.763116,-47.9046
1998,São Paulo,Junho,451.0,1998-01-01,SP,-22.763116,-47.9046
1999,São Paulo,Junho,522.0,1999-01-01,SP,-22.763116,-47.9046
2000,São Paulo,Junho,606.0,2000-01-01,SP,-22.763116,-47.9046
2001,São Paulo,Junho,346.0,2001-01-01,SP,-22.763116,-47.9046
2002,São Paulo,Junho,562.0,2002-01-01,SP,-22.763116,-47.9046
2003,São Paulo,Junho,132.0,2003-01-01,SP,-22.763116,-47.9046
2004,São Paulo,Junho,231.0,2004-01-01,SP,-22.763116,-47.9046
2005,São Paulo,Junho,236.0,2005-01-01,SP,-22.763116,-47.9046
2006,São Paulo,Junho,97.0,2006-01-01,SP,-22.763116,-47.9046
2007,São Paulo,Junho,91.0,2007-01-01,SP,-22.763116,-47.9046
2008,São Paulo,Junho,25.0,2008-01-01,SP,-22.763116,-47.9046
2009,São Paulo,Junho,125.0,2009-01-01,SP,-22.763116,-47.9046
2010,São Paulo,Junho,143.0,2010-01-01,SP,-22.763116,-47.9046
2011,São Paulo,Junho,210.0,2011-01-01,SP,-22.763116,-47.9046
2012,São Paulo,Junho,30.0,2012-01-01,SP,-22.763116,-47.9046
2013,São Paulo,Junho,47.0,2013-01-01,SP,-22.763116,-47.9046
2014,São Paulo,Junho,331.0,2014-01-01,SP,-22.763116,-47.9046
2015,São Paulo,Junho,147.0,2015-01-01,SP,-22.763116,-47.9046
2016,São Paulo,Junho,197.0,2016-01-01,SP,-22.763116,-47.9046
2017,São Paulo,Junho,217.0,2017-01-01,SP,-22.763116,-47.9046
1998,São Paulo,Julho,596.0,1998-01-01,SP,-22.763116,-47.9046
1999,São Paulo,Julho,684.0,1999-01-01,SP,-22.763116,-47.9046
2000,São Paulo,Julho,770.0,2000-01-01,SP,-22.763116,-47.9046
2001,São Paulo,Julho,538.0,2001-01-01,SP,-22.763116,-47.9046
2002,São Paulo,Julho,448.0,2002-01-01,SP,-22.763116,-47.9046
2003,São Paulo,Julho,171.0,2003-01-01,SP,-22.763116,-47.9046
2004,São Paulo,Julho,342.0,2004-01-01,SP,-22.763116,-47.9046
2005,São Paulo,Julho,284.0,2005-01-01,SP,-22.763116,-47.9046
2006,São Paulo,Julho,245.0,2006-01-01,SP,-22.763116,-47.9046
2007,São Paulo,Julho,94.0,2007-01-01,SP,-22.763116,-47.9046
2008,São Paulo,Julho,126.0,2008-01-01,SP,-22.763116,-47.9046
2009,São Paulo,Julho,110.0,2009-01-01,SP,-22.763116,-47.9046
2010,São Paulo,Julho,600.0,2010-01-01,SP,-22.763116,-47.9046
2011,São Paulo,Julho,479.0,2011-01-01,SP,-22.763116,-47.9046
2012,São Paulo,Julho,179.0,2012-01-01,SP,-22.763116,-47.9046
2013,São Paulo,Julho,181.0,2013-01-01,SP,-22.763116,-47.9046
2014,São Paulo,Julho,476.0,2014-01-01,SP,-22.763116,-47.9046
2015,São Paulo,Julho,149.0,2015-01-01,SP,-22.763116,-47.9046
2016,São Paulo,Julho,687.0,2016-01-01,SP,-22.763116,-47.9046
2017,São Paulo,Julho,802.0,2017-01-01,SP,-22.763116,-47.9046
1998,São Paulo,Agosto,581.0,1998-01-01,SP,-22.763116,-47.9046
1999,São Paulo,Agosto,1.211,1999-01-01,SP,-22.763116,-47.9046
2000,São Paulo,Agosto,915.0,2000-01-01,SP,-22.763116,-47.9046
2001,São Paulo,Agosto,595.0,2001-01-01,SP,-22.763116,-47.9046
2002,São Paulo,Agosto,719.0,2002-01-01,SP,-22.763116,-47.9046
2003,São Paulo,Agosto,934.0,2003-01-01,SP,-22.763116,-47.9046
2004,São Paulo,Agosto,794.0,2004-01-01,SP,-22.763116,-47.9046
2005,São Paulo,Agosto,522.0,2005-01-01,SP,-22.763116,-47.9046
2006,São Paulo,Agosto,572.0,2006-01-01,SP,-22.763116,-47.9046
2007,São Paulo,Agosto,470.0,2007-01-01,SP,-22.763116,-47.9046
2008,São Paulo,Agosto,153.0,2008-01-01,SP,-22.763116,-47.9046
2009,São Paulo,Agosto,289.0,2009-01-01,SP,-22.763116,-47.9046
2010,São Paulo,Agosto,1.809,2010-01-01,SP,-22.763116,-47.9046
2011,São Paulo,Agosto,1.067,2011-01-01,SP,-22.763116,-47.9046
2012,São Paulo,Agosto,435.0,2012-01-01,SP,-22.763116,-47.9046
2013,São Paulo,Agosto,497.0,2013-01-01,SP,-22.763116,-47.9046
2014,São Paulo,Agosto,1.458,2014-01-01,SP,-22.763116,-47.9046
2015,São Paulo,Agosto,643.0,2015-01-01,SP,-22.763116,-47.9046
2016,São Paulo,Agosto,797.0,2016-01-01,SP,-22.763116,-47.9046
2017,São Paulo,Agosto,981.0,2017-01-01,SP,-22.763116,-47.9046
1998,São Paulo,Setembro,525.0,1998-01-01,SP,-22.763116,-47.9046
1999,São Paulo,Setembro,911.0,1999-01-01,SP,-22.763116,-47.9046
2000,São Paulo,Setembro,582.0,2000-01-01,SP,-22.763116,-47.9046
2001,São Paulo,Setembro,425.0,2001-01-01,SP,-22.763116,-47.9046
2002,São Paulo,Setembro,302.0,2002-01-01,SP,-22.763116,-47.9046
2003,São Paulo,Setembro,977.0,2003-01-01,SP,-22.763116,-47.9046
2004,São Paulo,Setembro,809.0,2004-01-01,SP,-22.763116,-47.9046
2005,São Paulo,Setembro,231.0,2005-01-01,SP,-22.763116,-47.9046
2006,São Paulo,Setembro,694.0,2006-01-01,SP,-22.763116,-47.9046
2007,São Paulo,Setembro,495.0,2007-01-01,SP,-22.763116,-47.9046
2008,São Paulo,Setembro,486.0,2008-01-01,SP,-22.763116,-47.9046
2009,São Paulo,Setembro,116.0,2009-01-01,SP,-22.763116,-47.9046
2010,São Paulo,Setembro,1.677,2010-01-01,SP,-22.763116,-47.9046
2011,São Paulo,Setembro,1.108,2011-01-01,SP,-22.763116,-47.9046
2012,São Paulo,Setembro,813.0,2012-01-01,SP,-22.763116,-47.9046
2013,São Paulo,Setembro,560.0,2013-01-01,SP,-22.763116,-47.9046
2014,São Paulo,Setembro,882.0,2014-01-01,SP,-22.763116,-47.9046
2015,São Paulo,Setembro,368.0,2015-01-01,SP,-22.763116,-47.9046
2016,São Paulo,Setembro,490.0,2016-01-01,SP,-22.763116,-47.9046
2017,São Paulo,Setembro,2.868,2017-01-01,SP,-22.763116,-47.9046
1998,São Paulo,Outubro,434.0,1998-01-01,SP,-22.763116,-47.9046
1999,São Paulo,Outubro,763.0,1999-01-01,SP,-22.763116,-47.9046
2000,São Paulo,Outubro,647.0,2000-01-01,SP,-22.763116,-47.9046
2001,São Paulo,Outubro,444.0,2001-01-01,SP,-22.763116,-47.9046
2002,São Paulo,Outubro,733.0,2002-01-01,SP,-22.763116,-47.9046
2003,São Paulo,Outubro,422.0,2003-01-01,SP,-22.763116,-47.9046
2004,São Paulo,Outubro,195.0,2004-01-01,SP,-22.763116,-47.9046
2005,São Paulo,Outubro,221.0,2005-01-01,SP,-22.763116,-47.9046
2006,São Paulo,Outubro,153.0,2006-01-01,SP,-22.763116,-47.9046
2007,São Paulo,Outubro,281.0,2007-01-01,SP,-22.763116,-47.9046
2008,São Paulo,Outubro,87.0,2008-01-01,SP,-22.763116,-47.9046
2009,São Paulo,Outubro,64.0,2009-01-01,SP,-22.763116,-47.9046
2010,São Paulo,Outubro,260.0,2010-01-01,SP,-22.763116,-47.9046
2011,São Paulo,Outubro,188.0,2011-01-01,SP,-22.763116,-47.9046
2012,São Paulo,Outubro,206.0,2012-01-01,SP,-22.763116,-47.9046
2013,São Paulo,Outubro,127.0,2013-01-01,SP,-22.763116,-47.9046
2014,São Paulo,Outubro,887.0,2014-01-01,SP,-22.763116,-47.9046
2015,São Paulo,Outubro,213.0,2015-01-01,SP,-22.763116,-47.9046
2016,São Paulo,Outubro,177.0,2016-01-01,SP,-22.763116,-47.9046
2017,São Paulo,Outubro,179.0,2017-01-01,SP,-22.763116,-47.9046
1998,São Paulo,Novembro,488.0,1998-01-01,SP,-22.763116,-47.9046
1999,São Paulo,Novembro,398.0,1999-01-01,SP,-22.763116,-47.9046
2000,São Paulo,Novembro,96.0,2000-01-01,SP,-22.763116,-47.9046
2001,São Paulo,Novembro,168.0,2001-01-01,SP,-22.763116,-47.9046
2002,São Paulo,Novembro,72.0,2002-01-01,SP,-22.763116,-47.9046
2003,São Paulo,Novembro,155.0,2003-01-01,SP,-22.763116,-47.9046
2004,São Paulo,Novembro,144.0,2004-01-01,SP,-22.763116,-47.9046
2005,São Paulo,Novembro,163.0,2005-01-01,SP,-22.763116,-47.9046
2006,São Paulo,Novembro,43.0,2006-01-01,SP,-22.763116,-47.9046
2007,São Paulo,Novembro,50.0,2007-01-01,SP,-22.763116,-47.9046
2008,São Paulo,Novembro,20.0,2008-01-01,SP,-22.763116,-47.9046
2009,São Paulo,Novembro,83.0,2009-01-01,SP,-22.763116,-47.9046
2010,São Paulo,Novembro,104.0,2010-01-01,SP,-22.763116,-47.9046
2011,São Paulo,Novembro,87.0,2011-01-01,SP,-22.763116,-47.9046
2012,São Paulo,Novembro,50.0,2012-01-01,SP,-22.763116,-47.9046
2013,São Paulo,Novembro,120.0,2013-01-01,SP,-22.763116,-47.9046
2014,São Paulo,Novembro,56.0,2014-01-01,SP,-22.763116,-47.9046
2015,São Paulo,Novembro,21.0,2015-01-01,SP,-22.763116,-47.9046
2016,São Paulo,Novembro,39.0,2016-01-01,SP,-22.763116,-47.9046
2017,São Paulo,Novembro,37.0,2017-01-01,SP,-22.763116,-47.9046
1998,São Paulo,Dezembro,121.0,1998-01-01,SP,-22.763116,-47.9046
1999,São Paulo,Dezembro,47.0,1999-01-01,SP,-22.763116,-47.9046
2000,São Paulo,Dezembro,23.0,2000-01-01,SP,-22.763116,-47.9046
2001,São Paulo,Dezembro,52.0,2001-01-01,SP,-22.763116,-47.9046
2002,São Paulo,Dezembro,57.0,2002-01-01,SP,-22.763116,-47.9046
2003,São Paulo,Dezembro,58.0,2003-01-01,SP,-22.763116,-47.9046
2004,São Paulo,Dezembro,102.0,2004-01-01,SP,-22.763116,-47.9046
2005,São Paulo,Dezembro,15.0,2005-01-01,SP,-22.763116,-47.9046
2006,São Paulo,Dezembro,13.0,2006-01-01,SP,-22.763116,-47.9046
2007,São Paulo,Dezembro,21.0,2007-01-01,SP,-22.763116,-47.9046
2008,São Paulo,Dezembro,36.0,2008-01-01,SP,-22.763116,-47.9046
2009,São Paulo,Dezembro,37.0,2009-01-01,SP,-22.763116,-47.9046
2010,São Paulo,Dezembro,52.0,2010-01-01,SP,-22.763116,-47.9046
2011,São Paulo,Dezembro,53.0,2011-01-01,SP,-22.763116,-47.9046
2012,São Paulo,Dezembro,64.0,2012-01-01,SP,-22.763116,-47.9046
2013,São Paulo,Dezembro,109.0,2013-01-01,SP,-22.763116,-47.9046
2014,São Paulo,Dezembro,57.0,2014-01-01,SP,-22.763116,-47.9046
2015,São Paulo,Dezembro,45.0,2015-01-01,SP,-22.763116,-47.9046
2016,São Paulo,Dezembro,47.0,2016-01-01,SP,-22.763116,-47.9046
1998,Sergipe,Janeiro,0.0,1998-01-01,SE,-8.263146,-35.510823
1999,Sergipe,Janeiro,36.0,1999-01-01,SE,-8.263146,-35.510823
2000,Sergipe,Janeiro,1.0,2000-01-01,SE,-8.263146,-35.510823
2001,Sergipe,Janeiro,2.0,2001-01-01,SE,-8.263146,-35.510823
2002,Sergipe,Janeiro,1.0,2002-01-01,SE,-8.263146,-35.510823
2003,Sergipe,Janeiro,198.0,2003-01-01,SE,-8.263146,-35.510823
2004,Sergipe,Janeiro,16.0,2004-01-01,SE,-8.263146,-35.510823
2005,Sergipe,Janeiro,80.0,2005-01-01,SE,-8.263146,-35.510823
2006,Sergipe,Janeiro,36.0,2006-01-01,SE,-8.263146,-35.510823
2007,Sergipe,Janeiro,56.0,2007-01-01,SE,-8.263146,-35.510823
2008,Sergipe,Janeiro,100.0,2008-01-01,SE,-8.263146,-35.510823
2009,Sergipe,Janeiro,60.0,2009-01-01,SE,-8.263146,-35.510823
2010,Sergipe,Janeiro,29.0,2010-01-01,SE,-8.263146,-35.510823
2011,Sergipe,Janeiro,36.0,2011-01-01,SE,-8.263146,-35.510823
2012,Sergipe,Janeiro,39.0,2012-01-01,SE,-8.263146,-35.510823
2013,Sergipe,Janeiro,34.0,2013-01-01,SE,-8.263146,-35.510823
2014,Sergipe,Janeiro,20.0,2014-01-01,SE,-8.263146,-35.510823
2015,Sergipe,Janeiro,44.0,2015-01-01,SE,-8.263146,-35.510823
2016,Sergipe,Janeiro,9.0,2016-01-01,SE,-8.263146,-35.510823
2017,Sergipe,Janeiro,31.0,2017-01-01,SE,-8.263146,-35.510823
1998,Sergipe,Fevereiro,0.0,1998-01-01,SE,-8.263146,-35.510823
1999,Sergipe,Fevereiro,25.0,1999-01-01,SE,-8.263146,-35.510823
2000,Sergipe,Fevereiro,6.0,2000-01-01,SE,-8.263146,-35.510823
2001,Sergipe,Fevereiro,2.0,2001-01-01,SE,-8.263146,-35.510823
2002,Sergipe,Fevereiro,6.0,2002-01-01,SE,-8.263146,-35.510823
2003,Sergipe,Fevereiro,50.0,2003-01-01,SE,-8.263146,-35.510823
2004,Sergipe,Fevereiro,10.0,2004-01-01,SE,-8.263146,-35.510823
2005,Sergipe,Fevereiro,19.0,2005-01-01,SE,-8.263146,-35.510823
2006,Sergipe,Fevereiro,36.0,2006-01-01,SE,-8.263146,-35.510823
2007,Sergipe,Fevereiro,22.0,2007-01-01,SE,-8.263146,-35.510823
2008,Sergipe,Fevereiro,67.0,2008-01-01,SE,-8.263146,-35.510823
2009,Sergipe,Fevereiro,64.0,2009-01-01,SE,-8.263146,-35.510823
2010,Sergipe,Fevereiro,33.0,2010-01-01,SE,-8.263146,-35.510823
2011,Sergipe,Fevereiro,31.0,2011-01-01,SE,-8.263146,-35.510823
2012,Sergipe,Fevereiro,34.0,2012-01-01,SE,-8.263146,-35.510823
2013,Sergipe,Fevereiro,47.0,2013-01-01,SE,-8.263146,-35.510823
2014,Sergipe,Fevereiro,18.0,2014-01-01,SE,-8.263146,-35.510823
2015,Sergipe,Fevereiro,40.0,2015-01-01,SE,-8.263146,-35.510823
2016,Sergipe,Fevereiro,22.0,2016-01-01,SE,-8.263146,-35.510823
2017,Sergipe,Fevereiro,18.0,2017-01-01,SE,-8.263146,-35.510823
1998,Sergipe,Março,0.0,1998-01-01,SE,-8.263146,-35.510823
1999,Sergipe,Março,18.0,1999-01-01,SE,-8.263146,-35.510823
2000,Sergipe,Março,6.0,2000-01-01,SE,-8.263146,-35.510823
2001,Sergipe,Março,1.0,2001-01-01,SE,-8.263146,-35.510823
2002,Sergipe,Março,7.0,2002-01-01,SE,-8.263146,-35.510823
2003,Sergipe,Março,62.0,2003-01-01,SE,-8.263146,-35.510823
2004,Sergipe,Março,36.0,2004-01-01,SE,-8.263146,-35.510823
2005,Sergipe,Março,28.0,2005-01-01,SE,-8.263146,-35.510823
2006,Sergipe,Março,41.0,2006-01-01,SE,-8.263146,-35.510823
2007,Sergipe,Março,2.0,2007-01-01,SE,-8.263146,-35.510823
2008,Sergipe,Março,43.0,2008-01-01,SE,-8.263146,-35.510823
2009,Sergipe,Março,29.0,2009-01-01,SE,-8.263146,-35.510823
2010,Sergipe,Março,44.0,2010-01-01,SE,-8.263146,-35.510823
2011,Sergipe,Março,47.0,2011-01-01,SE,-8.263146,-35.510823
2012,Sergipe,Março,71.0,2012-01-01,SE,-8.263146,-35.510823
2013,Sergipe,Março,67.0,2013-01-01,SE,-8.263146,-35.510823
2014,Sergipe,Março,33.0,2014-01-01,SE,-8.263146,-35.510823
2015,Sergipe,Março,49.0,2015-01-01,SE,-8.263146,-35.510823
2016,Sergipe,Março,26.0,2016-01-01,SE,-8.263146,-35.510823
2017,Sergipe,Março,16.0,2017-01-01,SE,-8.263146,-35.510823
1998,Sergipe,Abril,0.0,1998-01-01,SE,-8.263146,-35.510823
1999,Sergipe,Abril,6.0,1999-01-01,SE,-8.263146,-35.510823
2000,Sergipe,Abril,1.0,2000-01-01,SE,-8.263146,-35.510823
2001,Sergipe,Abril,0.0,2001-01-01,SE,-8.263146,-35.510823
2002,Sergipe,Abril,12.0,2002-01-01,SE,-8.263146,-35.510823
2003,Sergipe,Abril,48.0,2003-01-01,SE,-8.263146,-35.510823
2004,Sergipe,Abril,13.0,2004-01-01,SE,-8.263146,-35.510823
2005,Sergipe,Abril,8.0,2005-01-01,SE,-8.263146,-35.510823
2006,Sergipe,Abril,9.0,2006-01-01,SE,-8.263146,-35.510823
2007,Sergipe,Abril,1.0,2007-01-01,SE,-8.263146,-35.510823
2008,Sergipe,Abril,2.0,2008-01-01,SE,-8.263146,-35.510823
2009,Sergipe,Abril,19.0,2009-01-01,SE,-8.263146,-35.510823
2010,Sergipe,Abril,1.0,2010-01-01,SE,-8.263146,-35.510823
2011,Sergipe,Abril,12.0,2011-01-01,SE,-8.263146,-35.510823
2012,Sergipe,Abril,40.0,2012-01-01,SE,-8.263146,-35.510823
2013,Sergipe,Abril,15.0,2013-01-01,SE,-8.263146,-35.510823
2014,Sergipe,Abril,7.0,2014-01-01,SE,-8.263146,-35.510823
2015,Sergipe,Abril,35.0,2015-01-01,SE,-8.263146,-35.510823
2016,Sergipe,Abril,14.0,2016-01-01,SE,-8.263146,-35.510823
