year,state,month,number,date,sigla,Longitude,Latitude
1998,Acre,Janeiro,0.0,1998-01-01,AC,-9.49865,-69.629581
1999,Acre,Janeiro,0.0,1999-01-01,AC,-9.49865,-69.629581
2000,Acre,Janeiro,0.0,2000-01-01,AC,-9.49865,-69.629581
2001,Acre,Janeiro,0.0,2001-01-01,AC,-9.49865,-69.629581
2002,Acre,Janeiro,0.0,2002-01-01,AC,-9.49865,-69.629581
2003,Acre,Janeiro,10.0,2003-01-01,AC,-9.49865,-69.629581
2004,Acre,Janeiro,0.0,2004-01-01,AC,-9.49865,-69.629581
2005,Acre,Janeiro,12.0,2005-01-01,AC,-9.49865,-69.629581
2006,Acre,Janeiro,4.0,2006-01-01,AC,-9.49865,-69.629581
2007,Acre,Janeiro,0.0,2007-01-01,AC,-9.49865,-69.629581
2008,Acre,Janeiro,0.0,2008-01-01,AC,-9.49865,-69.629581
2009,Acre,Janeiro,0.0,2009-01-01,AC,-9.49865,-69.629581
2010,Acre,Janeiro,1.0,2010-01-01,AC,-9.49865,-69.629581
2011,Acre,Janeiro,0.0,2011-01-01,AC,-9.49865,-69.629581
2012,Acre,Janeiro,0.0,2012-01-01,AC,-9.49865,-69.629581
2013,Acre,Janeiro,0.0,2013-01-01,AC,-9.49865,-69.629581
2014,Acre,Janeiro,0.0,2014-01-01,AC,-9.49865,-69.629581
2015,Acre,Janeiro,1.0,2015-01-01,AC,-9.49865,-69.629581
2016,Acre,Janeiro,12.0,2016-01-01,AC,-9.49865,-69.629581
2017,Acre,Janeiro,0.0,2017-01-01,AC,-9.49865,-69.629581
1998,Acre,Fevereiro,0.0,1998-01-01,AC,-9.49865,-69.629581
1999,Acre,Fevereiro,0.0,1999-01-01,AC,-9.49865,-69.629581
2000,Acre,Fevereiro,0.0,2000-01-01,AC,-9.49865,-69.629581
2001,Acre,Fevereiro,0.0,2001-01-01,AC,-9.49865,-69.629581
2002,Acre,Fevereiro,1.0,2002-01-01,AC,-9.49865,-69.629581
2003,Acre,Fevereiro,0.0,2003-01-01,AC,-9.49865,-69.629581
2004,Acre,Fevereiro,3.0,2004-01-01,AC,-9.49865,-69.629581
2005,Acre,Fevereiro,0.0,2005-01-01,AC,-9.49865,-69.629581
2006,Acre,Fevereiro,0.0,2006-01-01,AC,-9.49865,-69.629581
2007,Acre,Fevereiro,5.0,2007-01-01,AC,-9.49865,-69.629581
2008,Acre,Fevereiro,0.0,2008-01-01,AC,-9.49865,-69.629581
2009,Acre,Fevereiro,2.0,2009-01-01,AC,-9.49865,-69.629581
2010,Acre,Fevereiro,0.0,2010-01-01,AC,-9.49865,-69.629581
2011,Acre,Fevereiro,0.0,2011-01-01,AC,-9.49865,-69.629581
2012,Acre,Fevereiro,0.0,2012-01-01,AC,-9.49865,-69.629581
2013,Acre,Fevereiro,0.0,2013-01-01,AC,-9.49865,-69.629581
2014,Acre,Fevereiro,0.0,2014-01-01,AC,-9.49865,-69.629581
2015,Acre,Fevereiro,2.0,2015-01-01,AC,-9.49865,-69.629581
2016,Acre,Fevereiro,5.0,2016-01-01,AC,-9.49865,-69.629581
2017,Acre,Fevereiro,1.0,2017-01-01,AC,-9.49865,-69.629581
1998,Acre,Março,0.0,1998-01-01,AC,-9.49865,-69.629581
1999,Acre,Março,0.0,1999-01-01,AC,-9.49865,-69.629581
2000,Acre,Março,11.0,2000-01-01,AC,-9.49865,-69.629581
2001,Acre,Março,0.0,2001-01-01,AC,-9.49865,-69.629581
2002,Acre,Março,0.0,2002-01-01,AC,-9.49865,-69.629581
2003,Acre,Março,0.0,2003-01-01,AC,-9.49865,-69.629581
2004,Acre,Março,0.0,2004-01-01,AC,-9.49865,-69.629581
2005,Acre,Março,3.0,2005-01-01,AC,-9.49865,-69.629581
2006,Acre,Março,0.0,2006-01-01,AC,-9.49865,-69.629581
2007,Acre,Março,2.0,2007-01-01,AC,-9.49865,-69.629581
2008,Acre,Março,0.0,2008-01-01,AC,-9.49865,-69.629581
2009,Acre,Março,1.0,2009-01-01,AC,-9.49865,-69.629581
2010,Acre,Março,0.0,2010-01-01,AC,-9.49865,-69.629581
2011,Acre,Março,0.0,2011-01-01,AC,-9.49865,-69.629581
2012,Acre,Março,1.0,2012-01-01,AC,-9.49865,-69.629581
2013,Acre,Março,2.0,2013-01-01,AC,-9.49865,-69.629581
2014,Acre,Março,1.0,2014-01-01,AC,-9.49865,-69.629581
2015,Acre,Março,2.0,2015-01-01,AC,-9.49865,-69.629581
2016,Acre,Março,0.0,2016-01-01,AC,-9.49865,-69.629581
2017,Acre,Março,0.0,2017-01-01,AC,-9.49865,-69.629581
1998,Acre,Abril,0.0,1998-01-01,AC,-9.49865,-69.629581
1999,Acre,Abril,0.0,1999-01-01,AC,-9.49865,-69.629581
2000,Acre,Abril,1.0,2000-01-01,AC,-9.49865,-69.629581
2001,Acre,Abril,0.0,2001-01-01,AC,-9.49865,-69.629581
2002,Acre,Abril,0.0,2002-01-01,AC,-9.49865,-69.629581
2003,Acre,Abril,1.0,2003-01-01,AC,-9.49865,-69.629581
2004,Acre,Abril,2.0,2004-01-01,AC,-9.49865,-69.629581
2005,Acre,Abril,1.0,2005-01-01,AC,-9.49865,-69.629581
2006,Acre,Abril,0.0,2006-01-01,AC,-9.49865,-69.629581
2007,Acre,Abril,0.0,2007-01-01,AC,-9.49865,-69.629581
2008,Acre,Abril,0.0,2008-01-01,AC,-9.49865,-69.629581
2009,Acre,Abril,0.0,2009-01-01,AC,-9.49865,-69.629581
2010,Acre,Abril,3.0,2010-01-01,AC,-9.49865,-69.629581
2011,Acre,Abril,2.0,2011-01-01,AC,-9.49865,-69.629581
2012,Acre,Abril,1.0,2012-01-01,AC,-9.49865,-69.629581
2013,Acre,Abril,19.0,2013-01-01,AC,-9.49865,-69.629581
2014,Acre,Abril,7.0,2014-01-01,AC,-9.49865,-69.629581
2015,Acre,Abril,3.0,2015-01-01,AC,-9.49865,-69.629581
2016,Acre,Abril,0.0,2016-01-01,AC,-9.49865,-69.629581
2017,Acre,Abril,1.0,2017-01-01,AC,-9.49865,-69.629581
1998,Acre,Maio,0.0,1998-01-01,AC,-9.49865,-69.629581
1999,Acre,Maio,0.0,1999-01-01,AC,-9.49865,-69.629581
2000,Acre,Maio,1.0,2000-01-01,AC,-9.49865,-69.629581
2001,Acre,Maio,0.0,2001-01-01,AC,-9.49865,-69.629581
2002,Acre,Maio,0.0,2002-01-01,AC,-9.49865,-69.629581
2003,Acre,Maio,6.0,2003-01-01,AC,-9.49865,-69.629581
2004,Acre,Maio,7.0,2004-01-01,AC,-9.49865,-69.629581
2005,Acre,Maio,2.0,2005-01-01,AC,-9.49865,-69.629581
2006,Acre,Maio,8.0,2006-01-01,AC,-9.49865,-69.629581
2007,Acre,Maio,1.0,2007-01-01,AC,-9.49865,-69.629581
2008,Acre,Maio,0.0,2008-01-01,AC,-9.49865,-69.629581
2009,Acre,Maio,3.0,2009-01-01,AC,-9.49865,-69.629581
2010,Acre,Maio,9.0,2010-01-01,AC,-9.49865,-69.629581
2011,Acre,Maio,3.0,2011-01-01,AC,-9.49865,-69.629581
2012,Acre,Maio,3.0,2012-01-01,AC,-9.49865,-69.629581
2013,Acre,Maio,4.0,2013-01-01,AC,-9.49865,-69.629581
2014,Acre,Maio,1.0,2014-01-01,AC,-9.49865,-69.629581
2015,Acre,Maio,2.0,2015-01-01,AC,-9.49865,-69.629581
2016,Acre,Maio,21.0,2016-01-01,AC,-9.49865,-69.629581
2017,Acre,Maio,10.0,2017-01-01,AC,-9.49865,-69.629581
1998,Acre,Junho,3.0,1998-01-01,AC,-9.49865,-69.629581
1999,Acre,Junho,0.0,1999-01-01,AC,-9.49865,-69.629581
2000,Acre,Junho,1.0,2000-01-01,AC,-9.49865,-69.629581
2001,Acre,Junho,1.0,2001-01-01,AC,-9.49865,-69.629581
2002,Acre,Junho,0.0,2002-01-01,AC,-9.49865,-69.629581
2003,Acre,Junho,0.0,2003-01-01,AC,-9.49865,-69.629581
2004,Acre,Junho,5.0,2004-01-01,AC,-9.49865,-69.629581
2005,Acre,Junho,27.0,2005-01-01,AC,-9.49865,-69.629581
2006,Acre,Junho,1.0,2006-01-01,AC,-9.49865,-69.629581
2007,Acre,Junho,4.0,2007-01-01,AC,-9.49865,-69.629581
2008,Acre,Junho,0.0,2008-01-01,AC,-9.49865,-69.629581
2009,Acre,Junho,0.0,2009-01-01,AC,-9.49865,-69.629581
2010,Acre,Junho,1.0,2010-01-01,AC,-9.49865,-69.629581
2011,Acre,Junho,10.0,2011-01-01,AC,-9.49865,-69.629581
2012,Acre,Junho,7.0,2012-01-01,AC,-9.49865,-69.629581
2013,Acre,Junho,8.0,2013-01-01,AC,-9.49865,-69.629581
2014,Acre,Junho,17.0,2014-01-01,AC,-9.49865,-69.629581
2015,Acre,Junho,40.0,2015-01-01,AC,-9.49865,-69.629581
2016,Acre,Junho,87.0,2016-01-01,AC,-9.49865,-69.629581
2017,Acre,Junho,45.0,2017-01-01,AC,-9.49865,-69.629581
1998,Acre,Julho,37.0,1998-01-01,AC,-9.49865,-69.629581
1999,Acre,Julho,1.0,1999-01-01,AC,-9.49865,-69.629581
2000,Acre,Julho,1.0,2000-01-01,AC,-9.49865,-69.629581
2001,Acre,Julho,3.0,2001-01-01,AC,-9.49865,-69.629581
2002,Acre,Julho,39.0,2002-01-01,AC,-9.49865,-69.629581
2003,Acre,Julho,168.0,2003-01-01,AC,-9.49865,-69.629581
2004,Acre,Julho,42.0,2004-01-01,AC,-9.49865,-69.629581
2005,Acre,Julho,368.0,2005-01-01,AC,-9.49865,-69.629581
2006,Acre,Julho,33.0,2006-01-01,AC,-9.49865,-69.629581
2007,Acre,Julho,29.0,2007-01-01,AC,-9.49865,-69.629581
2008,Acre,Julho,41.0,2008-01-01,AC,-9.49865,-69.629581
2009,Acre,Julho,31.0,2009-01-01,AC,-9.49865,-69.629581
2010,Acre,Julho,126.0,2010-01-01,AC,-9.49865,-69.629581
2011,Acre,Julho,93.0,2011-01-01,AC,-9.49865,-69.629581
2012,Acre,Julho,71.0,2012-01-01,AC,-9.49865,-69.629581
2013,Acre,Julho,54.0,2013-01-01,AC,-9.49865,-69.629581
2014,Acre,Julho,60.0,2014-01-01,AC,-9.49865,-69.629581
2015,Acre,Julho,109.0,2015-01-01,AC,-9.49865,-69.629581
2016,Acre,Julho,533.0,2016-01-01,AC,-9.49865,-69.629581
2017,Acre,Julho,457.0,2017-01-01,AC,-9.49865,-69.629581
1998,Acre,Agosto,130.0,1998-01-01,AC,-9.49865,-69.629581
1999,Acre,Agosto,63.0,1999-01-01,AC,-9.49865,-69.629581
2000,Acre,Agosto,136.0,2000-01-01,AC,-9.49865,-69.629581
2001,Acre,Agosto,396.0,2001-01-01,AC,-9.49865,-69.629581
2002,Acre,Agosto,728.0,2002-01-01,AC,-9.49865,-69.629581
2003,Acre,Agosto,1.976,2003-01-01,AC,-9.49865,-69.629581
2004,Acre,Agosto,645.0,2004-01-01,AC,-9.49865,-69.629581
2005,Acre,Agosto,4.198,2005-01-01,AC,-9.49865,-69.629581
2006,Acre,Agosto,839.0,2006-01-01,AC,-9.49865,-69.629581
2007,Acre,Agosto,960.0,2007-01-01,AC,-9.49865,-69.629581
2008,Acre,Agosto,445.0,2008-01-01,AC,-9.49865,-69.629581
2009,Acre,Agosto,194.0,2009-01-01,AC,-9.49865,-69.629581
2010,Acre,Agosto,1.682,2010-01-01,AC,-9.49865,-69.629581
2011,Acre,Agosto,425.0,2011-01-01,AC,-9.49865,-69.629581
2012,Acre,Agosto,739.0,2012-01-01,AC,-9.49865,-69.629581
2013,Acre,Agosto,679.0,2013-01-01,AC,-9.49865,-69.629581
2014,Acre,Agosto,1.1,2014-01-01,AC,-9.49865,-69.629581
2015,Acre,Agosto,1.397,2015-01-01,AC,-9.49865,-69.629581
2016,Acre,Agosto,2.188,2016-01-01,AC,-9.49865,-69.629581
2017,Acre,Agosto,1.493,2017-01-01,AC,-9.49865,-69.629581
1998,Acre,Setembro,509.0,1998-01-01,AC,-9.49865,-69.629581
1999,Acre,Setembro,209.0,1999-01-01,AC,-9.49865,-69.629581
2000,Acre,Setembro,265.0,2000-01-01,AC,-9.49865,-69.629581
2001,Acre,Setembro,290.0,2001-01-01,AC,-9.49865,-69.629581
2002,Acre,Setembro,1.949,2002-01-01,AC,-9.49865,-69.629581
2003,Acre,Setembro,3.942,2003-01-01,AC,-9.49865,-69.629581
2004,Acre,Setembro,1.978,2004-01-01,AC,-9.49865,-69.629581
2005,Acre,Setembro,4.253,2005-01-01,AC,-9.49865,-69.629581
2006,Acre,Setembro,2.37,2006-01-01,AC,-9.49865,-69.629581
2007,Acre,Setembro,2.08,2007-01-01,AC,-9.49865,-69.629581
2008,Acre,Setembro,1.666,2008-01-01,AC,-9.49865,-69.629581
2009,Acre,Setembro,1.265,2009-01-01,AC,-9.49865,-69.629581
2010,Acre,Setembro,2.531,2010-01-01,AC,-9.49865,-69.629581
2011,Acre,Setembro,1.204,2011-01-01,AC,-9.49865,-69.629581
2012,Acre,Setembro,1.996,2012-01-01,AC,-9.49865,-69.629581
2013,Acre,Setembro,2.136,2013-01-01,AC,-9.49865,-69.629581
2014,Acre,Setembro,2.175,2014-01-01,AC,-9.49865,-69.629581
2015,Acre,Setembro,2.928,2015-01-01,AC,-9.49865,-69.629581
2016,Acre,Setembro,3.586,2016-01-01,AC,-9.49865,-69.629581
2017,Acre,Setembro,3.429,2017-01-01,AC,-9.49865,-69.629581
1998,Acre,Outubro,44.0,1998-01-01,AC,-9.49865,-69.629581
1999,Acre,Outubro,60.0,1999-01-01,AC,-9.49865,-69.629581
2000,Acre,Outubro,18.0,2000-01-01,AC,-9.49865,-69.629581
2001,Acre,Outubro,137.0,2001-01-01,AC,-9.49865,-69.629581
2002,Acre,Outubro,687.0,2002-01-01,AC,-9.49865,-69.629581
2003,Acre,Outubro,740.0,2003-01-01,AC,-9.49865,-69.629581
2004,Acre,Outubro,461.0,2004-01-01,AC,-9.49865,-69.629581
2005,Acre,Outubro,547.0,2005-01-01,AC,-9.49865,-69.629581
2006,Acre,Outubro,316.0,2006-01-01,AC,-9.49865,-69.629581
2007,Acre,Outubro,203.0,2007-01-01,AC,-9.49865,-69.629581
2008,Acre,Outubro,652.0,2008-01-01,AC,-9.49865,-69.629581
2009,Acre,Outubro,565.0,2009-01-01,AC,-9.49865,-69.629581
2010,Acre,Outubro,292.0,2010-01-01,AC,-9.49865,-69.629581
2011,Acre,Outubro,97.0,2011-01-01,AC,-9.49865,-69.629581
2012,Acre,Outubro,348.0,2012-01-01,AC,-9.49865,-69.629581
2013,Acre,Outubro,258.0,2013-01-01,AC,-9.49865,-69.629581
2014,Acre,Outubro,406.0,2014-01-01,AC,-9.49865,-69.629581
2015,Acre,Outubro,905.0,2015-01-01,AC,-9.49865,-69.629581
2016,Acre,Outubro,509.0,2016-01-01,AC,-9.49865,-69.629581
2017,Acre,Outubro,1.508,2017-01-01,AC,-9.49865,-69.629581
1998,Acre,Novembro,0.0,1998-01-01,AC,-9.49865,-69.629581
1999,Acre,Novembro,0.0,1999-01-01,AC,-9.49865,-69.629581
2000,Acre,Novembro,0.0,2000-01-01,AC,-9.49865,-69.629581
2001,Acre,Novembro,1.0,2001-01-01,AC,-9.49865,-69.629581
2002,Acre,Novembro,86.0,2002-01-01,AC,-9.49865,-69.629581
2003,Acre,Novembro,15.0,2003-01-01,AC,-9.49865,-69.629581
2004,Acre,Novembro,10.0,2004-01-01,AC,-9.49865,-69.629581
2005,Acre,Novembro,14.0,2005-01-01,AC,-9.49865,-69.629581
2006,Acre,Novembro,18.0,2006-01-01,AC,-9.49865,-69.629581
2007,Acre,Novembro,7.0,2007-01-01,AC,-9.49865,-69.629581
2008,Acre,Novembro,4.0,2008-01-01,AC,-9.49865,-69.629581
2009,Acre,Novembro,33.0,2009-01-01,AC,-9.49865,-69.629581
2010,Acre,Novembro,39.0,2010-01-01,AC,-9.49865,-69.629581
2011,Acre,Novembro,74.0,2011-01-01,AC,-9.49865,-69.629581
2012,Acre,Novembro,13.0,2012-01-01,AC,-9.49865,-69.629581
2013,Acre,Novembro,79.0,2013-01-01,AC,-9.49865,-69.629581
2014,Acre,Novembro,56.0,2014-01-01,AC,-9.49865,-69.629581
2015,Acre,Novembro,115.0,2015-01-01,AC,-9.49865,-69.629581
2016,Acre,Novembro,46.0,2016-01-01,AC,-9.49865,-69.629581
2017,Acre,Novembro,98.0,2017-01-01,AC,-9.49865,-69.629581
1998,Acre,Dezembro,7.0,1998-01-01,AC,-9.49865,-69.629581
1999,Acre,Dezembro,0.0,1999-01-01,AC,-9.49865,-69.629581
2000,Acre,Dezembro,0.0,2000-01-01,AC,-9.49865,-69.629581
2001,Acre,Dezembro,0.0,2001-01-01,AC,-9.49865,-69.629581
2002,Acre,Dezembro,1.0,2002-01-01,AC,-9.49865,-69.629581
2003,Acre,Dezembro,1.0,2003-01-01,AC,-9.49865,-69.629581
2004,Acre,Dezembro,7.0,2004-01-01,AC,-9.49865,-69.629581
2005,Acre,Dezembro,2.0,2005-01-01,AC,-9.49865,-69.629581
2006,Acre,Dezembro,0.0,2006-01-01,AC,-9.49865,-69.629581
2007,Acre,Dezembro,0.0,2007-01-01,AC,-9.49865,-69.629581
2008,Acre,Dezembro,0.0,2008-01-01,AC,-9.49865,-69.629581
2009,Acre,Dezembro,1.0,2009-01-01,AC,-9.49865,-69.629581
2010,Acre,Dezembro,0.0,2010-01-01,AC,-9.49865,-69.629581
2011,Acre,Dezembro,4.0,2011-01-01,AC,-9.49865,-69.629581
2012,Acre,Dezembro,1.0,2012-01-01,AC,-9.49865,-69.629581
2013,Acre,Dezembro,3.0,2013-01-01,AC,-9.49865,-69.629581
2014,Acre,Dezembro,6.0,2014-01-01,AC,-9.49865,-69.629581
2015,Acre,Dezembro,8.0,2015-01-01,AC,-9.49865,-69.629581
2016,Acre,Dezembro,6.0,2016-01-01,AC,-9.49865,-69.629581
1998,Alagoas,Janeiro,0.0,1998-01-01,AL,-9.521841,-36.039082
1999,Alagoas,Janeiro,58.0,1999-01-01,AL,-9.521841,-36.039082
2000,Alagoas,Janeiro,11.0,2000-01-01,AL,-9.521841,-36.039082
2001,Alagoas,Janeiro,5.0,2001-01-01,AL,-9.521841,-36.039082
2002,Alagoas,Janeiro,12.0,2002-01-01,AL,-9.521841,-36.039082
2003,Alagoas,Janeiro,150.0,2003-01-01,AL,-9.521841,-36.039082
2004,Alagoas,Janeiro,9.0,2004-01-01,AL,-9.521841,-36.039082
2005,Alagoas,Janeiro,83.0,2005-01-01,AL,-9.521841,-36.039082
2006,Alagoas,Janeiro,29.0,2006-01-01,AL,-9.521841,-36.039082
2007,Alagoas,Janeiro,33.0,2007-01-01,AL,-9.521841,-36.039082
2008,Alagoas,Janeiro,55.0,2008-01-01,AL,-9.521841,-36.039082
2009,Alagoas,Janeiro,104.0,2009-01-01,AL,-9.521841,-36.039082
2010,Alagoas,Janeiro,23.0,2010-01-01,AL,-9.521841,-36.039082
2011,Alagoas,Janeiro,41.0,2011-01-01,AL,-9.521841,-36.039082
2012,Alagoas,Janeiro,36.0,2012-01-01,AL,-9.521841,-36.039082
2013,Alagoas,Janeiro,49.0,2013-01-01,AL,-9.521841,-36.039082
2014,Alagoas,Janeiro,54.0,2014-01-01,AL,-9.521841,-36.039082
2015,Alagoas,Janeiro,81.0,2015-01-01,AL,-9.521841,-36.039082
2016,Alagoas,Janeiro,24.0,2016-01-01,AL,-9.521841,-36.039082
2017,Alagoas,Janeiro,38.0,2017-01-01,AL,-9.521841,-36.039082
2017,Alagoas,Janeiro,38.0,2017-01-01,AL,-9.521841,-36.039082
1998,Alagoas,Fevereiro,0.0,1998-01-01,AL,-9.521841,-36.039082
1999,Alagoas,Fevereiro,20.0,1999-01-01,AL,-9.521841,-36.039082
2000,Alagoas,Fevereiro,16.0,2000-01-01,AL,-9.521841,-36.039082
2001,Alagoas,Fevereiro,4.0,2001-01-01,AL,-9.521841,-36.039082
2002,Alagoas,Fevereiro,15.0,2002-01-01,AL,-9.521841,-36.039082
2003,Alagoas,Fevereiro,33.0,2003-01-01,AL,-9.521841,-36.039082
2004,Alagoas,Fevereiro,7.0,2004-01-01,AL,-9.521841,-36.039082
2005,Alagoas,Fevereiro,31.0,2005-01-01,AL,-9.521841,-36.039082
2006,Alagoas,Fevereiro,14.0,2006-01-01,AL,-9.521841,-36.039082
2007,Alagoas,Fevereiro,28.0,2007-01-01,AL,-9.521841,-36.039082
2008,Alagoas,Fevereiro,74.0,2008-01-01,AL,-9.521841,-36.039082
2009,Alagoas,Fevereiro,32.0,2009-01-01,AL,-9.521841,-36.039082
2010,Alagoas,Fevereiro,26.0,2010-01-01,AL,-9.521841,-36.039082
2011,Alagoas,Fevereiro,33.0,2011-01-01,AL,-9.521841,-36.039082
2012,Alagoas,Fevereiro,41.0,2012-01-01,AL,-9.521841,-36.039082
2013,Alagoas,Fevereiro,19.0,2013-01-01,AL,-9.521841,-36.039082
2014,Alagoas,Fevereiro,29.0,2014-01-01,AL,-9.521841,-36.039082
2015,Alagoas,Fevereiro,46.0,2015-01-01,AL,-9.521841,-36.039082
2016,Alagoas,Fevereiro,14.0,2016-01-01,AL,-9.521841,-36.039082
2017,Alagoas,Fevereiro,21.0,2017-01-01,AL,-9.521841,-36.039082
1998,Alagoas,Março,0.0,1998-01-01,AL,-9.521841,-36.039082
1999,Alagoas,Março,52.0,1999-01-01,AL,-9.521841,-36.039082
2000,Alagoas,Março,32.0,2000-01-01,AL,-9.521841,-36.039082
2001,Alagoas,Março,0.0,2001-01-01,AL,-9.521841,-36.039082
2002,Alagoas,Março,27.0,2002-01-01,AL,-9.521841,-36.039082
2003,Alagoas,Março,15.0,2003-01-01,AL,-9.521841,-36.039082
2004,Alagoas,Março,16.0,2004-01-01,AL,-9.521841,-36.039082
2005,Alagoas,Março,35.0,2005-01-01,AL,-9.521841,-36.039082
2006,Alagoas,Março,37.0,2006-01-01,AL,-9.521841,-36.039082
2007,Alagoas,Março,7.0,2007-01-01,AL,-9.521841,-36.039082
2008,Alagoas,Março,31.0,2008-01-01,AL,-9.521841,-36.039082
2009,Alagoas,Março,31.0,2009-01-01,AL,-9.521841,-36.039082
2010,Alagoas,Março,70.0,2010-01-01,AL,-9.521841,-36.039082
2011,Alagoas,Março,34.0,2011-01-01,AL,-9.521841,-36.039082
2012,Alagoas,Março,44.0,2012-01-01,AL,-9.521841,-36.039082
2013,Alagoas,Março,31.0,2013-01-01,AL,-9.521841,-36.039082
2014,Alagoas,Março,28.0,2014-01-01,AL,-9.521841,-36.039082
2015,Alagoas,Março,32.0,2015-01-01,AL,-9.521841,-36.039082
2016,Alagoas,Março,9.0,2016-01-01,AL,-9.521841,-36.039082
2017,Alagoas,Março,23.0,2017-01-01,AL,-9.521841,-36.039082
1998,Alagoas,Abril,0.0,1998-01-01,AL,-9.521841,-36.039082
1999,Alagoas,Abril,4.0,1999-01-01,AL,-9.521841,-36.039082
2000,Alagoas,Abril,20.0,2000-01-01,AL,-9.521841,-36.039082
2001,Alagoas,Abril,0.0,2001-01-01,AL,-9.521841,-36.039082
2002,Alagoas,Abril,6.0,2002-01-01,AL,-9.521841,-36.039082
2003,Alagoas,Abril,20.0,2003-01-01,AL,-9.521841,-36.039082
2004,Alagoas,Abril,6.0,2004-01-01,AL,-9.521841,-36.039082
2005,Alagoas,Abril,1.0,2005-01-01,AL,-9.521841,-36.039082
2006,Alagoas,Abril,2.0,2006-01-01,AL,-9.521841,-36.039082
2007,Alagoas,Abril,1.0,2007-01-01,AL,-9.521841,-36.039082
2008,Alagoas,Abril,18.0,2008-01-01,AL,-9.521841,-36.039082
2009,Alagoas,Abril,5.0,2009-01-01,AL,-9.521841,-36.039082
2010,Alagoas,Abril,3.0,2010-01-01,AL,-9.521841,-36.039082
2011,Alagoas,Abril,17.0,2011-01-01,AL,-9.521841,-36.039082
2012,Alagoas,Abril,18.0,2012-01-01,AL,-9.521841,-36.039082
2013,Alagoas,Abril,25.0,2013-01-01,AL,-9.521841,-36.039082
2014,Alagoas,Abril,16.0,2014-01-01,AL,-9.521841,-36.039082
2015,Alagoas,Abril,63.0,2015-01-01,AL,-9.521841,-36.039082
2016,Alagoas,Abril,13.0,2016-01-01,AL,-9.521841,-36.039082
2017,Alagoas,Abril,7.0,2017-01-01,AL,-9.521841,-36.039082
1998,Alagoas,Maio,0.0,1998-01-01,AL,-9.521841,-36.039082
1999,Alagoas,Maio,1.0,1999-01-01,AL,-9.521841,-36.039082
2000,Alagoas,Maio,1.0,2000-01-01,AL,-9.521841,-36.039082
2001,Alagoas,Maio,2.0,2001-01-01,AL,-9.521841,-36.039082
2002,Alagoas,Maio,1.0,2002-01-01,AL,-9.521841,-36.039082
2003,Alagoas,Maio,1.0,2003-01-01,AL,-9.521841,-36.039082
2004,Alagoas,Maio,3.0,2004-01-01,AL,-9.521841,-36.039082
2005,Alagoas,Maio,0.0,2005-01-01,AL,-9.521841,-36.039082
2006,Alagoas,Maio,0.0,2006-01-01,AL,-9.521841,-36.039082
2007,Alagoas,Maio,0.0,2007-01-01,AL,-9.521841,-36.039082
2008,Alagoas,Maio,0.0,2008-01-01,AL,-9.521841,-36.039082
2009,Alagoas,Maio,0.0,2009-01-01,AL,-9.521841,-36.039082
2010,Alagoas,Maio,0.0,2010-01-01,AL,-9.521841,-36.039082
2011,Alagoas,Maio,0.0,2011-01-01,AL,-9.521841,-36.039082
2012,Alagoas,Maio,21.0,2012-01-01,AL,-9.521841,-36.039082
2013,Alagoas,Maio,2.0,2013-01-01,AL,-9.521841,-36.039082
2014,Alagoas,Maio,1.0,2014-01-01,AL,-9.521841,-36.039082
2015,Alagoas,Maio,18.0,2015-01-01,AL,-9.521841,-36.039082
2016,Alagoas,Maio,4.0,2016-01-01,AL,-9.521841,-36.039082
2017,Alagoas,Maio,1.0,2017-01-01,AL,-9.521841,-36.039082
1998,Alagoas,Junho,0.0,1998-01-01,AL,-9.521841,-36.039082
1999,Alagoas,Junho,0.0,1999-01-01,AL,-9.521841,-36.039082
2000,Alagoas,Junho,0.0,2000-01-01,AL,-9.521841,-36.039082
2001,Alagoas,Junho,2.0,2001-01-01,AL,-9.521841,-36.039082
2002,Alagoas,Junho,0.0,2002-01-01,AL,-9.521841,-36.039082
2003,Alagoas,Junho,0.0,2003-01-01,AL,-9.521841,-36.039082
2004,Alagoas,Junho,0.0,2004-01-01,AL,-9.521841,-36.039082
2005,Alagoas,Junho,0.0,2005-01-01,AL,-9.521841,-36.039082
2006,Alagoas,Junho,0.0,2006-01-01,AL,-9.521841,-36.039082
2007,Alagoas,Junho,0.0,2007-01-01,AL,-9.521841,-36.039082
2008,Alagoas,Junho,0.0,2008-01-01,AL,-9.521841,-36.039082
2009,Alagoas,Junho,0.0,2009-01-01,AL,-9.521841,-36.039082
2010,Alagoas,Junho,0.0,2010-01-01,AL,-9.521841,-36.039082
2011,Alagoas,Junho,2.0,2011-01-01,AL,-9.521841,-36.039082
2012,Alagoas,Junho,4.0,2012-01-01,AL,-9.521841,-36.039082
2013,Alagoas,Junho,1.0,2013-01-01,AL,-9.521841,-36.039082
2014,Alagoas,Junho,2.0,2014-01-01,AL,-9.521841,-36.039082
2015,Alagoas,Junho,2.0,2015-01-01,AL,-9.521841,-36.039082
2016,Alagoas,Junho,5.0,2016-01-01,AL,-9.521841,-36.039082
2017,Alagoas,Junho,2.0,2017-01-01,AL,-9.521841,-36.039082
1998,Alagoas,Julho,0.0,1998-01-01,AL,-9.521841,-36.039082
1999,Alagoas,Julho,0.0,1999-01-01,AL,-9.521841,-36.039082
2000,Alagoas,Julho,0.0,2000-01-01,AL,-9.521841,-36.039082
